,out_degree,in_degree,out_degree_centrality,in_degree_centrality,avg_trust_given,avg_trust_received,total_trust_given,total_trust_received,trust_ratio,positive_trust_given_count,negative_trust_given_count,positive_trust_received_count,negative_trust_received_count,positive_trust_given_avg,negative_trust_given_avg,trust_selectivity,betweenness_centrality,eigenvector_centrality,community
769,5,8,0.001322401481089659,0.0021158423697434543,1.2,1.25,6,10,0.6,5,0,8,0,1.2,0.0,0.16000000000000006,7.021951770969836e-06,0.00873372098855727,6
1209,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.6666666666666667,6,5,1.2,3,0,3,0,2.0,0.0,0.6666666666666666,0.0,0.008087393825014083,17
917,5,5,0.001322401481089659,0.001322401481089659,1.4,1.6,7,8,0.875,5,0,5,0,1.4,0.0,0.24,0.004889005730306719,0.01300527520293381,17
114,49,37,0.012959534514678657,0.009785770960063476,1.346938775510204,1.7837837837837838,66,66,1.0,43,6,36,1,1.9534883720930232,-3.0,5.98167430237401,0.0034896621607557374,0.005724810871792973,6
2698,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.002933194204889849,17
1127,6,6,0.0015868817773075907,0.0015868817773075907,1.0,1.0,6,6,1.0,6,0,6,0,1.0,0.0,0.0,2.3327833408365213e-05,0.0062007634169860435,17
1009,6,5,0.0015868817773075907,0.001322401481089659,1.6666666666666667,1.4,10,7,1.4285714285714286,6,0,5,0,1.6666666666666667,0.0,2.222222222222222,0.00029462406308571537,0.006180865157522365,17
1386,9,3,0.002380322665961386,0.0007934408886537954,1.3333333333333333,1.6666666666666667,12,5,2.4,9,0,3,0,1.3333333333333333,0.0,0.4444444444444444,0.0,0.0007307608327338079,6
173,43,32,0.011372652737371067,0.008463369478973817,0.8604651162790697,1.375,37,44,0.8409090909090909,41,2,31,1,1.3902439024390243,-10.0,6.864250946457544,0.001488088707557456,0.012192682872230234,18
43,98,78,0.025919069029357315,0.02062946310499868,-0.5612244897959183,1.5769230769230769,-55,123,-0.44715447154471544,73,25,76,2,1.9315068493150684,-7.84,23.20543523531861,0.017894119804296043,0.04256495899960317,18
647,17,7,0.00449616503570484,0.0018513620735255225,-1.2941176470588236,1.8571428571428572,-22,13,-1.6923076923076923,9,8,7,0,1.4444444444444444,-4.375,12.089965397923875,0.00045412610980226164,0.008080831166801299,2
5,174,146,0.04601957154192013,0.038614123247818044,-0.5172413793103449,2.671232876712329,-90,390,-0.23076923076923078,130,44,145,1,2.3615384615384616,-9.022727272727273,28.985334918747515,0.03396303760150261,0.12244081676657576,2
1156,6,6,0.0015868817773075907,0.0015868817773075907,1.0,1.0,6,6,1.0,6,0,6,0,1.0,0.0,0.0,1.4805385222621508e-05,0.004703137185807487,2
553,21,15,0.005554086220576567,0.003967204443268977,0.47619047619047616,1.0,10,15,0.6666666666666666,20,1,15,0,1.0,-10.0,5.487528344671202,0.0015949934139363956,0.002755333530888809,10
170,23,19,0.006083046813012432,0.0050251256281407045,1.2173913043478262,2.3157894736842106,28,44,0.6363636363636364,20,3,17,2,2.15,-5.0,9.300567107750473,0.0012523069633283352,0.010520732513474787,5
93,45,39,0.01190161332980693,0.01031473155249934,0.8888888888888888,1.9230769230769231,40,75,0.5333333333333333,39,6,38,1,2.2051282051282053,-7.666666666666667,16.36543209876543,0.0034099407111189434,0.04971900881741701,2
145,72,84,0.01904258132769109,0.02221634488230627,-0.5555555555555556,0.6071428571428571,-40,51,-0.7843137254901961,51,21,64,20,1.411764705882353,-5.333333333333333,15.358024691358025,0.010197807222982198,0.12252505892796033,10
1523,5,3,0.001322401481089659,0.0007934408886537954,1.0,1.3333333333333333,5,4,1.25,5,0,3,0,1.0,0.0,0.0,8.196539899540885e-05,0.003644219347060891,2
350,22,16,0.005818566516794499,0.004231684739486909,1.3636363636363635,1.5,30,24,1.25,22,0,16,0,1.3636363636363635,0.0,0.7768595041322314,0.0005985871393086117,0.0096823628095424,3
77,47,46,0.012430573922242795,0.012166093626024863,1.6808510638297873,1.8043478260869565,79,83,0.9518072289156626,47,0,46,0,1.6808510638297873,0.0,1.0258035310095064,0.002919268162448683,0.043349166037236736,17
1785,4,3,0.0010579211848717272,0.0007934408886537954,1.0,1.0,4,3,1.3333333333333333,4,0,3,0,1.0,0.0,0.0,2.9824490711864017e-06,0.0042026461856858426,10
166,56,48,0.01481089658820418,0.012695054218460726,0.6428571428571429,0.9375,36,45,0.8,51,5,44,4,1.6274509803921569,-9.4,11.443877551020407,0.0029676617089958775,0.009880272572608526,10
489,6,7,0.0015868817773075907,0.0018513620735255225,1.6666666666666667,2.4285714285714284,10,17,0.5882352941176471,6,0,7,0,1.6666666666666667,0.0,1.222222222222222,0.000410277599858464,0.02551392904235061,10
25,109,103,0.028828352287754565,0.027241470510446973,1.6055045871559632,1.9223300970873787,175,198,0.8838383838383839,106,3,103,0,1.7641509433962264,-4.0,3.68841006649272,0.010904872759990285,0.0751837668481622,19
83,42,47,0.011108172441153134,0.012430573922242795,0.30952380952380953,1.702127659574468,13,80,0.1625,37,5,47,0,1.4594594594594594,-8.2,11.16609977324263,0.0013999202299557062,0.025366297869760534,10
277,25,23,0.006612007405448294,0.006083046813012432,0.84,1.3043478260869565,21,30,0.7,23,2,22,1,1.391304347826087,-5.5,5.574400000000001,0.0011079271560675754,0.01358480138635455,8
70,57,51,0.015075376884422112,0.013488495107114522,0.9122807017543859,1.7254901960784315,52,88,0.5909090909090909,51,6,49,2,1.2156862745098038,-1.6666666666666667,1.3080947983995073,0.006328147545166483,0.045630649140541046,6
1487,5,4,0.001322401481089659,0.0010579211848717272,1.0,1.0,5,4,1.25,5,0,4,0,1.0,0.0,0.0,4.4110241964894535e-05,0.004749974377885507,5
270,11,12,0.0029092832583972497,0.0031737635546151815,0.5454545454545454,2.5,6,30,0.2,10,1,12,0,1.6,-10.0,12.611570247933884,0.00036230723742097093,0.02467648854691241,17
871,8,5,0.0021158423697434543,0.001322401481089659,1.5,1.8,12,9,1.3333333333333333,8,0,5,0,1.5,0.0,0.25,0.0001535985583559582,0.01095402747243292,10
389,25,14,0.006612007405448294,0.003702724147051045,1.4,1.5,35,21,1.6666666666666667,25,0,14,0,1.4,0.0,0.4800000000000001,0.0009490731321767288,0.005089527993356603,17
544,11,7,0.0029092832583972497,0.0018513620735255225,0.8181818181818182,2.142857142857143,9,15,0.6,9,2,7,0,1.6666666666666667,-3.0,4.876033057851239,0.00018309068868906277,0.004860753359688877,8
2631,2,1,0.0005289605924358636,0.0002644802962179318,1.0,1.0,2,1,2.0,2,0,1,0,1.0,0.0,0.0,2.685710648846055e-05,0.000143549576465364,17
672,4,9,0.0010579211848717272,0.002380322665961386,1.0,1.3333333333333333,4,12,0.3333333333333333,4,0,9,0,1.0,0.0,0.0,0.00011996307383999769,0.005088067364266079,8
137,30,28,0.007934408886537955,0.00740544829410209,1.2666666666666666,1.9642857142857142,38,55,0.6909090909090909,30,0,28,0,1.2666666666666666,0.0,0.7955555555555556,0.0016799216320032885,0.01892420236061707,10
424,15,16,0.003967204443268977,0.004231684739486909,0.13333333333333333,1.1875,2,19,0.10526315789473684,13,2,15,1,1.0,-5.5,7.582222222222222,0.0005062578896678885,0.00548526314799951,2
65,56,54,0.01481089658820418,0.014281935995768318,0.8392857142857143,1.7222222222222223,47,93,0.5053763440860215,52,4,54,0,1.5,-7.75,7.777742346938774,0.00872724263281865,0.05722140637739132,8
1693,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,7.082670847361112e-05,0.0030838752199715915,17
475,9,6,0.002380322665961386,0.0015868817773075907,2.6666666666666665,2.8333333333333335,24,17,1.411764705882353,9,0,6,0,2.6666666666666665,0.0,7.333333333333335,0.0007790600243930125,0.0036980793050314965,17
449,12,10,0.0031737635546151815,0.002644802962179318,1.0,1.8,12,18,0.6666666666666666,11,1,10,0,2.0,-10.0,13.666666666666666,0.00016861245930031702,0.006349262529218524,17
1998,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.004244448735107241,17
1977,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.00011271547413328617,0.002934272457299858,17
915,8,6,0.0021158423697434543,0.0015868817773075907,1.0,1.3333333333333333,8,8,1.0,8,0,6,0,1.0,0.0,0.0,0.001490866064664512,0.0028942400615669444,23
63,40,38,0.010579211848717272,0.010050251256281409,1.25,2.473684210526316,50,94,0.5319148936170213,36,4,38,0,2.361111111111111,-8.75,15.3875,0.023128262789318156,0.043116611164871595,10
1957,3,2,0.0007934408886537954,0.0005289605924358636,1.0,1.0,3,2,1.5,3,0,2,0,1.0,0.0,0.0,0.0,0.0030607149389892054,17
1635,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,2.0941001641229072e-05,0.0029364982240812406,3
508,9,8,0.002380322665961386,0.0021158423697434543,0.5555555555555556,2.0,5,16,0.3125,8,1,8,0,1.875,-10.0,16.024691358024693,0.000221039848800947,0.011913728860917249,17
2499,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.002933194204889849,17
2497,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.002933194204889849,17
299,16,16,0.004231684739486909,0.004231684739486909,1.375,1.6875,22,27,0.8148148148148148,16,0,16,0,1.375,0.0,0.359375,0.000275719459152591,0.0028547528274815086,8
1225,1,2,0.0002644802962179318,0.0005289605924358636,1.0,2.5,1,5,0.2,1,0,2,0,1.0,0.0,0.0,0.0,0.003421215610184912,17
238,17,17,0.00449616503570484,0.00449616503570484,2.0,1.9411764705882353,34,33,1.0303030303030303,17,0,17,0,2.0,0.0,4.9411764705882355,0.0009101672664623665,0.007956959139545956,17
2488,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.002933194204889849,17
1936,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.002976358602497517,17
382,16,19,0.004231684739486909,0.0050251256281407045,0.6875,1.105263157894737,11,21,0.5238095238095238,15,1,18,1,1.1333333333333333,-6.0,3.08984375,0.00048269351990271227,0.004543782829503711,17
355,12,12,0.0031737635546151815,0.0031737635546151815,1.5833333333333333,1.9166666666666667,19,23,0.8260869565217391,12,0,12,0,1.5833333333333333,0.0,1.2430555555555556,0.00027203369285818063,0.01000436220126168,17
1090,4,4,0.0010579211848717272,0.0010579211848717272,1.25,1.5,5,6,0.8333333333333334,4,0,4,0,1.25,0.0,0.1875,0.00024080441192316358,0.004732380727300131,17
1222,5,5,0.001322401481089659,0.001322401481089659,1.0,1.0,5,5,1.0,5,0,5,0,1.0,0.0,0.0,0.00015521574040993654,0.0035925517604679905,20
21,91,91,0.024067706955831793,0.024067706955831793,2.208791208791209,2.2747252747252746,201,207,0.9710144927536232,91,0,91,0,2.208791208791209,0.0,3.923439198164474,0.011165427873844162,0.08174798209124216,10
564,9,8,0.002380322665961386,0.0021158423697434543,-0.1111111111111111,1.75,-1,14,-0.07142857142857142,8,1,8,0,1.125,-10.0,12.320987654320987,0.00015315608108777177,0.006892488844441837,17
2459,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.002933194204889849,17
774,8,8,0.0021158423697434543,0.0021158423697434543,1.0,1.25,8,10,0.8,8,0,8,0,1.0,0.0,0.0,0.0011740550535410685,0.005695951875317693,2
209,15,19,0.003967204443268977,0.0050251256281407045,1.8666666666666667,2.0,28,38,0.7368421052631579,15,0,18,1,1.8666666666666667,0.0,1.0488888888888888,0.0015357737027776163,0.00760176356898024,17
1922,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.0035959455797933905,17
504,7,8,0.0018513620735255225,0.0021158423697434543,1.4285714285714286,2.0,10,16,0.625,7,0,8,0,1.4285714285714286,0.0,0.24489795918367346,0.0005533764781210602,0.00547993957409594,17
987,2,3,0.0005289605924358636,0.0007934408886537954,1.0,2.3333333333333335,2,7,0.2857142857142857,2,0,3,0,1.0,0.0,0.0,7.097866876489438e-05,0.003610751729171572,17
2446,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.002933194204889849,17
986,6,6,0.0015868817773075907,0.0015868817773075907,1.1666666666666667,1.1666666666666667,7,7,1.0,6,0,6,0,1.1666666666666667,0.0,0.1388888888888889,1.54743729274419e-05,0.0033227757751206175,17
1603,6,3,0.0015868817773075907,0.0007934408886537954,1.0,1.0,6,3,2.0,6,0,3,0,1.0,0.0,0.0,0.009997332318948926,0.0034642880164133297,8
446,5,5,0.001322401481089659,0.001322401481089659,3.4,3.6,17,18,0.9444444444444444,5,0,5,0,3.4,0.0,12.239999999999998,2.7071376306397225e-05,0.009642098117762125,17
436,4,7,0.0010579211848717272,0.0018513620735255225,-1.75,2.5714285714285716,-7,18,-0.3888888888888889,3,1,7,0,1.0,-10.0,22.6875,0.0002846960786675588,0.005252321974096972,17
512,8,9,0.0021158423697434543,0.002380322665961386,1.625,1.7777777777777777,13,16,0.8125,8,0,9,0,1.625,0.0,0.734375,9.746116081343461e-05,0.00841642458165246,17
767,0,3,0.0,0.0007934408886537954,0.0,3.3333333333333335,0,10,0.0,0,0,3,0,0.0,0.0,0.0,0.0,0.023842741235212038,17
469,0,14,0.0,0.003702724147051045,0.0,1.2142857142857142,0,17,0.0,0,0,9,5,0.0,0.0,0.0,0.0,0.04138226282575436,6
188,46,39,0.012166093626024863,0.01031473155249934,-1.673913043478261,1.0512820512820513,-77,41,-1.8780487804878048,24,22,29,10,2.5416666666666665,-6.2727272727272725,30.828449905482035,0.0019571325334238505,0.19135826367599565,3
257,11,14,0.0029092832583972497,0.003702724147051045,2.3636363636363638,2.2857142857142856,26,32,0.8125,11,0,13,1,2.3636363636363638,0.0,4.59504132231405,0.00044292844196170024,0.018910134676870194,10
7400,4,9,0.0010579211848717272,0.002380322665961386,4.75,-0.5555555555555556,19,-5,-3.8,4,0,6,3,4.75,0.0,9.6875,8.368775544262211e-05,0.019117179346492045,10
263,8,10,0.0021158423697434543,0.002644802962179318,1.0,3.1,8,31,0.25806451612903225,8,0,10,0,1.0,0.0,0.0,0.0004704614715588112,0.01678759321045676,17
562,5,6,0.001322401481089659,0.0015868817773075907,3.0,2.3333333333333335,15,14,1.0714285714285714,5,0,6,0,3.0,0.0,1.6,0.0008320220852508737,0.021150905899132915,17
1691,26,20,0.0068764877016662266,0.005289605924358636,-2.5384615384615383,0.15,-66,3,-22.0,14,12,16,4,3.357142857142857,-9.416666666666666,47.24852071005917,0.0007678358632660673,0.060188480330074005,3
14,93,97,0.024596667548267656,0.025654588733139385,2.010752688172043,2.6082474226804124,187,253,0.7391304347826086,92,1,95,2,2.141304347826087,-10.0,5.128916637761591,0.02541925171361989,0.09610720506608246,10
13,125,119,0.03306003702724147,0.03147315524993388,1.176,2.176470588235294,147,259,0.5675675675675675,114,11,115,4,2.017543859649123,-7.545454545454546,11.377024,0.04875440407311129,0.06987616590987408,1
139,24,24,0.006347527109230363,0.006347527109230363,0.7083333333333334,2.2083333333333335,17,53,0.32075471698113206,22,2,24,0,1.2727272727272727,-5.5,5.623263888888889,0.0024478363337869556,0.012347928666739172,17
318,14,15,0.003702724147051045,0.003967204443268977,1.7142857142857142,1.7333333333333334,24,26,0.9230769230769231,13,1,15,0,2.6153846153846154,-10.0,16.489795918367346,6.267803308045531e-05,0.024509857460018943,10
862,4,5,0.0010579211848717272,0.001322401481089659,1.25,1.8,5,9,0.5555555555555556,4,0,5,0,1.25,0.0,0.1875,6.637591894124292e-05,0.004180054884951965,8
251,14,16,0.003702724147051045,0.004231684739486909,2.142857142857143,2.0,30,32,0.9375,14,0,16,0,2.142857142857143,0.0,1.4081632653061227,0.0006998205075986961,0.016384145528991305,20
111,26,26,0.0068764877016662266,0.0068764877016662266,-0.9230769230769231,2.576923076923077,-24,67,-0.3582089552238806,17,9,26,0,2.411764705882353,-7.222222222222222,27.6094674556213,0.0006838707327371555,0.031483509698781255,3
16,120,110,0.03173763554615182,0.029092832583972498,2.025,2.190909090909091,243,241,1.008298755186722,117,3,110,0,2.1880341880341883,-4.333333333333333,3.757708333333333,0.03008903043282064,0.06191689390286542,17
5342,80,39,0.021158423697434543,0.01031473155249934,-3.1125,0.0,-249,0,0.0,28,52,33,6,1.7142857142857142,-5.711538461538462,18.574843750000003,0.005540653102858073,0.03358467725771058,16
3,243,251,0.06426871198095742,0.06638455435070088,2.02880658436214,2.4302788844621515,493,610,0.8081967213114755,241,2,250,1,2.091286307053942,-5.5,2.6205693576521205,0.07387897311517039,0.1284811735900231,2
219,25,25,0.006612007405448294,0.006612007405448294,1.48,1.48,37,37,1.0,25,0,25,0,1.48,0.0,0.7295999999999999,0.00103477233738486,0.016216194977582615,2
268,0,15,0.0,0.003967204443268977,0.0,2.066666666666667,0,31,0.0,0,0,14,1,0.0,0.0,0.0,0.0,0.009756305185556818,17
2839,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.002933194204889849,17
1929,1,2,0.0002644802962179318,0.0005289605924358636,1.0,1.0,1,2,0.5,1,0,2,0,1.0,0.0,0.0,0.00048160882384632716,0.0029335303478353024,17
420,1,6,0.0002644802962179318,0.0015868817773075907,5.0,3.1666666666666665,5,19,0.2631578947368421,1,0,6,0,5.0,0.0,0.0,0.0,0.01263275987053874,17
532,5,6,0.001322401481089659,0.0015868817773075907,1.0,2.5,5,15,0.3333333333333333,5,0,6,0,1.0,0.0,0.0,0.00028356500524723705,0.007531895036707448,17
7401,0,3,0.0,0.0007934408886537954,0.0,-1.6666666666666667,0,-5,-0.0,0,0,2,1,0.0,0.0,0.0,0.0,0.010376260411575366,17
200,4,12,0.0010579211848717272,0.0031737635546151815,1.25,3.25,5,39,0.1282051282051282,4,0,11,1,1.25,0.0,0.1875,0.00032563224881269106,0.030423185682992064,6
402,15,13,0.003967204443268977,0.0034382438508331133,1.6,1.5384615384615385,24,20,1.2,15,0,13,0,1.6,0.0,0.9066666666666665,0.0055289878891469765,0.005736584140639842,15
7508,1,3,0.0002644802962179318,0.0007934408886537954,5.0,-4.666666666666667,5,-14,-0.35714285714285715,1,0,1,2,5.0,0.0,0.0,1.7408825624704193e-05,-0.014787101058382305,17
7552,13,49,0.0034382438508331133,0.012959534514678657,1.3076923076923077,-0.46938775510204084,17,-23,-0.7391304347826086,13,0,31,18,1.3076923076923077,0.0,0.3668639053254438,0.002392542579347323,-0.004742828878404094,6
7500,1,3,0.0002644802962179318,0.0007934408886537954,1.0,-4.0,1,-12,-0.08333333333333333,1,0,1,2,1.0,0.0,0.0,0.0,-0.030735698435586347,17
7482,2,4,0.0005289605924358636,0.0010579211848717272,1.0,-2.75,2,-11,-0.18181818181818182,2,0,2,2,1.0,0.0,0.0,4.114008986702478e-06,-0.030405008683539767,17
7583,2,8,0.0005289605924358636,0.0021158423697434543,2.5,-5.25,5,-42,-0.11904761904761904,2,0,1,7,2.5,0.0,0.25,3.546785605179044e-05,-0.043042566076165856,17
971,3,3,0.0007934408886537954,0.0007934408886537954,7.0,2.6666666666666665,21,8,2.625,3,0,3,0,7.0,0.0,18.0,7.85883877536519e-06,0.005697011661436605,2
92,51,49,0.013488495107114522,0.012959534514678657,1.7254901960784315,1.530612244897959,88,75,1.1733333333333333,50,1,47,2,1.96,-10.0,6.748173779315647,0.004114500345444412,0.037085208708775,2
7336,3,3,0.0007934408886537954,0.0007934408886537954,3.3333333333333335,-0.3333333333333333,10,-1,-10.0,2,1,2,1,10.0,-10.0,88.8888888888889,0.0005016610738689342,0.002899693561647206,2
1545,1,1,0.0002644802962179318,0.0002644802962179318,8.0,4.0,8,4,2.0,1,0,1,0,8.0,0.0,0.0,0.0,0.005503133433901375,2
103,42,43,0.011108172441153134,0.011372652737371067,1.880952380952381,1.6511627906976745,79,71,1.1126760563380282,42,0,42,1,1.880952380952381,0.0,2.5810657596371875,0.0019882482877468994,0.026087364509546785,16
207,20,19,0.005289605924358636,0.0050251256281407045,1.95,2.0526315789473686,39,39,1.0,19,1,19,0,2.5789473684210527,-10.0,12.147499999999999,9.149773623329104e-05,0.027178516229246774,2
6,148,139,0.0391430838402539,0.036762761174292516,1.7027027027027026,2.79136690647482,252,388,0.6494845360824743,142,6,139,0,2.140845070422535,-8.666666666666666,8.384587289992695,0.03223759449935433,0.13496851838867324,2
7380,7,7,0.0018513620735255225,0.0018513620735255225,4.0,-0.2857142857142857,28,-2,-14.0,7,0,5,2,4.0,0.0,4.0,0.010155278981433329,-0.009066058336765128,2
287,19,17,0.0050251256281407045,0.00449616503570484,1.894736842105263,1.7058823529411764,36,29,1.2413793103448276,19,0,15,2,1.894736842105263,0.0,1.9889196675900274,0.0001330273441830737,0.0194892722597234,2
754,13,14,0.0034382438508331133,0.003702724147051045,3.230769230769231,0.7857142857142857,42,11,3.8181818181818183,13,0,11,3,3.230769230769231,0.0,10.177514792899409,0.0003156882657943463,0.01764624414166944,2
26,133,138,0.03517587939698493,0.036498280878074586,1.3458646616541354,1.3985507246376812,179,193,0.927461139896373,124,9,133,5,2.064516129032258,-8.555555555555555,10.617219741082028,0.014234921541950355,0.11266730191268964,3
34,70,70,0.018513620735255226,0.018513620735255226,1.8857142857142857,2.3,132,161,0.8198757763975155,69,1,70,0,2.0579710144927534,-10.0,5.529795918367347,0.014850009473539623,0.07017155229690153,2
525,6,6,0.0015868817773075907,0.0015868817773075907,9.166666666666666,2.6666666666666665,55,16,3.4375,6,0,6,0,9.166666666666666,0.0,3.472222222222223,0.00035630566098069814,0.003108552608754849,13
56,34,33,0.00899233007140968,0.008727849775191749,2.7941176470588234,3.212121212121212,95,106,0.8962264150943396,34,0,33,0,2.7941176470588234,0.0,5.281141868512111,0.0035917093631061673,0.032669788165639174,2
1849,1,1,0.0002644802962179318,0.0002644802962179318,5.0,3.0,5,3,1.6666666666666667,1,0,1,0,5.0,0.0,0.0,0.0,0.004127350075426031,2
557,9,9,0.002380322665961386,0.002380322665961386,2.4444444444444446,1.6666666666666667,22,15,1.4666666666666666,9,0,9,0,2.4444444444444446,0.0,3.580246913580247,7.3956121489632e-05,0.013981498542407449,2
208,15,15,0.003967204443268977,0.003967204443268977,2.2666666666666666,2.6,34,39,0.8717948717948718,14,1,15,0,2.5,-1.0,3.795555555555556,9.479103218152888e-05,0.019498357672088584,2
1558,2,2,0.0005289605924358636,0.0005289605924358636,3.0,2.0,6,4,1.5,2,0,2,0,3.0,0.0,4.0,0.0,0.004654352778363903,2
2346,1,1,0.0002644802962179318,0.0002644802962179318,5.0,2.0,5,2,2.5,1,0,1,0,5.0,0.0,0.0,0.0,0.0027515667169506876,2
974,5,5,0.001322401481089659,0.001322401481089659,1.8,1.6,9,8,1.125,5,0,5,0,1.8,0.0,2.560000000000001,0.00017791954292452173,0.006197362591432335,2
262,13,15,0.0034382438508331133,0.003967204443268977,2.5384615384615383,2.1333333333333333,33,32,1.03125,13,0,15,0,2.5384615384615383,0.0,6.55621301775148,0.0001911557072594057,0.016044432638942396,2
2001,3,2,0.0007934408886537954,0.0005289605924358636,2.3333333333333335,1.0,7,2,3.5,3,0,2,0,2.3333333333333335,0.0,3.555555555555556,2.0563142605155602e-05,0.002539841882536631,2
815,11,10,0.0029092832583972497,0.002644802962179318,1.3636363636363635,1.0,15,10,1.5,10,1,9,1,2.5,-10.0,20.049586776859503,0.00031904938806697695,0.003780486213256886,16
120,27,26,0.007140967997884159,0.0068764877016662266,2.5555555555555554,2.3846153846153846,69,62,1.1129032258064515,27,0,26,0,2.5555555555555554,0.0,5.209876543209875,0.0006007306239752405,0.025498323332987665,2
492,9,10,0.002380322665961386,0.002644802962179318,2.2222222222222223,1.7,20,17,1.1764705882352942,9,0,9,1,2.2222222222222223,0.0,2.6172839506172836,2.24896159353033e-05,0.019356834136540126,2
1175,4,4,0.0010579211848717272,0.0010579211848717272,2.0,1.5,8,6,1.3333333333333333,4,0,4,0,2.0,0.0,3.0,0.000275789372091195,0.004542805557946692,2
32,74,71,0.01957154192012695,0.018778101031473156,2.0,2.3661971830985915,148,168,0.8809523809523809,69,5,71,0,2.217391304347826,-1.0,3.810810810810811,0.005731217783100428,0.08147847654036004,2
172,32,30,0.008463369478973817,0.007934408886537955,1.5,1.4666666666666666,48,44,1.0909090909090908,31,1,29,1,1.8709677419354838,-10.0,6.9375,0.006757008170250791,0.011693458731729108,3
1347,3,3,0.0007934408886537954,0.0007934408886537954,3.0,1.6666666666666667,9,5,1.8,3,0,3,0,3.0,0.0,2.0,2.7208457545241875e-05,0.003125185119089285,2
1338,1,1,0.0002644802962179318,0.0002644802962179318,5.0,5.0,5,5,1.0,1,0,1,0,5.0,0.0,0.0,0.0,0.0068789167923767195,2
105,41,40,0.010843692144935203,0.010579211848717272,1.024390243902439,1.75,42,70,0.6,37,4,40,0,1.837837837837838,-6.5,8.853063652587744,0.0017060386666412194,0.030284574878504802,2
818,5,4,0.001322401481089659,0.0010579211848717272,2.2,2.5,11,10,1.1,5,0,4,0,2.2,0.0,2.16,0.0,0.013332115929211474,2
890,7,8,0.0018513620735255225,0.0021158423697434543,1.8571428571428572,1.125,13,9,1.4444444444444444,7,0,7,1,1.8571428571428572,0.0,1.2653061224489794,7.7518014958032e-05,0.006134044173304013,2
1362,2,2,0.0005289605924358636,0.0005289605924358636,3.5,2.5,7,5,1.4,2,0,2,0,3.5,0.0,0.25,0.0,0.006053105342578326,2
1547,1,1,0.0002644802962179318,0.0002644802962179318,4.0,4.0,4,4,1.0,1,0,1,0,4.0,0.0,0.0,0.0,0.005503133433901375,2
1056,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.75,7,7,1.0,4,0,4,0,1.75,0.0,1.6875,2.8079118058918717e-06,0.007981387449508002,2
2280,2,5,0.0005289605924358636,0.001322401481089659,3.0,0.4,6,2,3.0,2,0,4,1,3.0,0.0,1.0,3.5261757209756513e-06,0.009288329148189221,3
879,5,6,0.001322401481089659,0.0015868817773075907,2.0,1.5,10,9,1.1111111111111112,5,0,5,1,2.0,0.0,1.2,6.829819724434072e-06,0.010279467964697309,2
36,79,76,0.02089394340121661,0.020100502512562818,1.7848101265822784,2.026315789473684,141,154,0.9155844155844156,76,3,75,1,2.1315789473684212,-7.0,7.991668001922767,0.012537929980707059,0.0666414946822966,2
590,4,4,0.0010579211848717272,0.0010579211848717272,4.25,3.5,17,14,1.2142857142857142,4,0,4,0,4.25,0.0,11.1875,2.2796842143449292e-05,0.0027801826691866566,2
3260,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0013757833584753438,2
1174,2,2,0.0005289605924358636,0.0005289605924358636,5.0,3.0,10,6,1.6666666666666667,2,0,2,0,5.0,0.0,4.0,3.130702302989467e-05,0.005402572216564853,17
3198,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0013757833584753438,2
460,13,13,0.0034382438508331133,0.0034382438508331133,1.3076923076923077,1.3846153846153846,17,18,0.9444444444444444,13,0,13,0,1.3076923076923077,0.0,0.36686390532544366,0.0005875019301441542,0.008199910436372564,2
