,out_degree,in_degree,out_degree_centrality,in_degree_centrality,avg_trust_given,avg_trust_received,total_trust_given,total_trust_received,trust_ratio,positive_trust_given_count,negative_trust_given_count,positive_trust_received_count,negative_trust_received_count,positive_trust_given_avg,negative_trust_given_avg,trust_selectivity,betweenness_centrality,eigenvector_centrality,community,cluster,pca_x,pca_y,tsne_x,tsne_y
818,5,4,0.001322401481089659,0.0010579211848717272,2.2,2.5,11,10,1.1,5,0,4,0,2.2,0.0,2.16,0.0,0.013332115929211474,2,1,-0.26981193475392456,0.6312438359916301,12.270904,21.626232
890,7,8,0.0018513620735255225,0.0021158423697434543,1.8571428571428572,1.125,13,9,1.4444444444444444,7,0,7,1,1.8571428571428572,0.0,1.2653061224489794,7.7518014958032e-05,0.006134044173304013,2,1,0.045160870186834755,0.10710074099021301,23.15006,-8.553969
1362,2,2,0.0005289605924358636,0.0005289605924358636,3.5,2.5,7,5,1.4,2,0,2,0,3.5,0.0,0.25,0.0,0.006053105342578326,2,1,-0.5853242521512724,0.9994431576407823,17.258696,36.753006
1547,1,1,0.0002644802962179318,0.0002644802962179318,4.0,4.0,4,4,1.0,1,0,1,0,4.0,0.0,0.0,0.0,0.005503133433901375,2,3,-0.6816956268203385,1.3911110974647085,27.290192,40.373665
1056,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.75,7,7,1.0,4,0,4,0,1.75,0.0,1.6875,2.8079118058918717e-06,0.007981387449508002,2,1,-0.34647590669238815,0.31164660088876045,3.3379943,14.137498
2280,2,5,0.0005289605924358636,0.001322401481089659,3.0,0.4,6,2,3.0,2,0,4,1,3.0,0.0,1.0,3.5261757209756513e-06,0.009288329148189221,3,1,-0.38116855967807145,0.46545708589440904,3.9433112,48.77935
879,5,6,0.001322401481089659,0.0015868817773075907,2.0,1.5,10,9,1.1111111111111112,5,0,5,1,2.0,0.0,1.2,6.829819724434072e-06,0.010279467964697309,2,1,-0.1486014252578163,0.18279864648648034,22.400713,-9.121885
36,79,76,0.02089394340121661,0.020100502512562818,1.7848101265822784,2.026315789473684,141,154,0.9155844155844156,76,3,75,1,2.1315789473684212,-7.0,7.991668001922767,0.012537929980707059,0.0666414946822966,2,0,8.915254917009783,1.1708443536849011,53.73457,3.123212
590,4,4,0.0010579211848717272,0.0010579211848717272,4.25,3.5,17,14,1.2142857142857142,4,0,4,0,4.25,0.0,11.1875,2.2796842143449292e-05,0.0027801826691866566,2,3,-0.229573223998789,0.8814850786776517,31.878492,25.642752
3260,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.725067130582589,0.7671906199580621,3.2915637,50.80569
1174,2,2,0.0005289605924358636,0.0005289605924358636,5.0,3.0,10,6,1.6666666666666667,2,0,2,0,5.0,0.0,4.0,3.130702302989467e-05,0.005402572216564853,17,3,-0.5377619275930612,1.3459889053683223,22.294744,42.533443
3198,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.725067130582589,0.7671906199580621,3.5553892,50.945118
460,13,13,0.0034382438508331133,0.0034382438508331133,1.3076923076923077,1.3846153846153846,17,18,0.9444444444444444,13,0,13,0,1.3076923076923077,0.0,0.36686390532544366,0.0005875019301441542,0.008199910436372564,2,1,0.6126133606306644,0.28139932799318673,20.197422,1.8272254
3200,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.725067130582589,0.7671906199580621,3.5787532,51.1259
589,8,7,0.0021158423697434543,0.0018513620735255225,2.25,2.0,18,14,1.2857142857142858,8,0,7,0,2.25,0.0,1.4375,0.0002602898456091746,0.006671418736945151,3,1,0.023671363957868185,0.5803158530534283,14.601061,13.718391
433,12,12,0.0031737635546151815,0.0031737635546151815,0.6666666666666666,1.5833333333333333,8,19,0.42105263157894735,10,2,12,0,1.9,-5.5,13.722222222222221,0.0006001418716301138,0.009027346814079473,2,1,0.8263159995970913,-0.6241641991262187,41.59791,-12.90632
81,39,39,0.01031473155249934,0.01031473155249934,1.5897435897435896,2.1025641025641026,62,82,0.7560975609756098,39,0,39,0,1.5897435897435896,0.0,0.8573307034845495,0.0019250253453629682,0.021642679577574913,2,0,3.4584917102988055,0.8644068832529754,45.223152,1.5647377
7509,4,8,0.0010579211848717272,0.0021158423697434543,-0.75,-1.75,-3,-14,0.21428571428571427,3,1,4,4,2.3333333333333335,-10.0,29.1875,9.571018120736974e-05,-0.004923544920576449,16,4,0.4540839478367089,-3.40619904533253,47.54483,-22.173803
973,3,4,0.0007934408886537954,0.0010579211848717272,2.6666666666666665,2.0,8,8,1.0,3,0,3,1,2.6666666666666665,0.0,1.5555555555555554,0.0,0.0073777704454262875,2,1,-0.3578844655060801,0.37961275487366336,4.9798617,29.123013
1555,2,2,0.0005289605924358636,0.0005289605924358636,2.0,2.0,4,4,1.0,2,0,2,0,2.0,0.0,1.0,0.0,0.005572522664971609,2,1,-0.5685724135271932,0.4200821653596125,-0.25404206,26.865467
3154,1,1,0.0002644802962179318,0.0002644802962179318,3.0,1.0,3,1,3.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.725067130582589,0.7671906199580621,3.283836,50.807377
7595,53,47,0.014017455699550384,0.012430573922242795,0.4339622641509434,-1.3617021276595744,23,-64,-0.359375,44,9,30,17,2.159090909090909,-8.0,19.792808828764684,0.006487696752570247,-0.027161499867166147,3,0,6.395358346026048,-5.372329883808369,53.903828,-3.8374765
1361,3,3,0.0007934408886537954,0.0007934408886537954,3.0,1.6666666666666667,9,5,1.8,3,0,3,0,3.0,0.0,0.0,0.0,0.0063182292401862215,2,1,-0.49174115403577545,0.7794583634531169,10.327222,37.596916
2331,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,1,1,2,0,3.0,-1.0,4.0,3.5098702204419145e-06,0.0014704153454571972,2,1,-0.48521425739598467,-0.26575459021016673,-29.585434,-19.944225
509,12,11,0.0031737635546151815,0.0029092832583972497,1.8333333333333333,1.4545454545454546,22,16,1.375,12,0,11,0,1.8333333333333333,0.0,1.3055555555555558,0.0014176997710505781,0.009221668898839946,2,1,0.5526948344702863,0.4583436655390598,21.174168,4.2438145
969,7,7,0.0018513620735255225,0.0018513620735255225,2.0,1.1428571428571428,14,8,1.75,7,0,6,1,2.0,0.0,1.1428571428571428,0.00024675965485272883,0.003004547965164636,3,1,-0.005908275845057614,0.17577766258534905,22.854225,-8.495275
197,35,33,0.009256810367627613,0.008727849775191749,1.9428571428571428,1.2121212121212122,68,40,1.7,35,0,32,1,1.9428571428571428,0.0,1.7110204081632656,0.0022305427254957805,0.015672630951735166,10,0,2.997522680870754,0.5651751990818372,43.55897,0.6519258
621,7,6,0.0018513620735255225,0.0015868817773075907,2.2857142857142856,2.1666666666666665,16,13,1.2307692307692308,7,0,6,0,2.2857142857142856,0.0,1.6326530612244898,0.00024605472321927873,0.011747962969955592,3,1,-0.058009907081474764,0.635682223705503,14.672023,14.068551
1036,4,3,0.0010579211848717272,0.0007934408886537954,-0.75,2.3333333333333335,-3,7,-0.42857142857142855,3,1,3,0,2.3333333333333335,-10.0,29.1875,3.171130289874987e-05,0.011268025371039677,2,4,0.09249820364628766,-1.6674693989153893,45.156887,-18.54939
1054,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.75,7,7,1.0,4,0,4,0,1.75,0.0,0.6875,5.494283446135886e-05,0.0069390102164279596,2,1,-0.35914727469046664,0.34984628738731516,2.489463,13.752072
1818,1,1,0.0002644802962179318,0.0002644802962179318,3.0,3.0,3,3,1.0,1,0,1,0,3.0,0.0,0.0,0.0,0.004127350075426031,2,1,-0.6881845755617879,0.912196444585334,20.890831,34.158684
358,11,12,0.0029092832583972497,0.0031737635546151815,0.0,1.9166666666666667,0,23,0.0,9,2,11,1,2.2222222222222223,-10.0,23.272727272727273,0.0012727400198511622,0.00952768877155788,3,4,1.0379632735464335,-1.406533805922071,44.29508,-16.34457
748,17,17,0.00449616503570484,0.00449616503570484,1.7058823529411764,0.6470588235294118,29,11,2.6363636363636362,16,1,15,2,2.0625,-4.0,7.031141868512111,0.0006061279899868639,0.009062781133247457,3,1,1.250276927248677,-0.22513616184315752,30.632597,-6.2783327
88,56,38,0.01481089658820418,0.010050251256281409,0.5714285714285714,2.0,32,76,0.42105263157894735,47,9,37,1,1.851063829787234,-6.111111111111111,13.459183673469388,0.01473727551640808,0.04389581607653052,19,0,6.340213210254713,-0.22571117692320553,49.237698,6.308421
163,30,31,0.007934408886537955,0.008198889182755886,1.5666666666666667,1.4838709677419355,47,46,1.0217391304347827,29,1,31,0,1.9655172413793103,-10.0,9.17888888888889,0.0005013343826098141,0.020532045746267474,2,0,2.6150622668000314,0.2108839743491785,42.86718,-2.2121403
1576,1,2,0.0002644802962179318,0.0005289605924358636,2.0,2.0,2,4,0.5,1,0,2,0,2.0,0.0,0.0,0.0,0.0035457899377284684,2,1,-0.6361059756727578,0.3621225542969611,-3.7688894,26.875845
2353,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0027515667169506876,2,1,-0.6946735243032375,0.4332817917059594,-10.064162,26.639957
3221,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.713114801813638,0.3607788793923235,-5.878358,57.03031
136,37,33,0.009785770960063476,0.008727849775191749,1.3513513513513513,1.696969696969697,50,56,0.8928571428571429,36,1,33,0,1.6666666666666667,-10.0,5.41709276844412,0.0019706649143667624,0.027518302417579094,3,0,3.186087403590783,0.482184077672202,44.416008,0.15754513
1367,5,5,0.001322401481089659,0.001322401481089659,3.2,1.0,16,5,3.2,5,0,5,0,3.2,0.0,11.76,0.0002607828449250763,0.0014983682860650004,2,3,-0.1245760281464271,0.3668219581544254,28.509829,19.669838
7512,13,18,0.0034382438508331133,0.004760645331922772,1.3076923076923077,-0.8333333333333334,17,-15,-1.1333333333333333,13,0,13,5,1.3076923076923077,0.0,0.36686390532544366,0.00012101003136800972,0.013313539429515632,2,1,1.0707234558989243,-1.53818198001803,22.571928,-29.077242
757,10,7,0.002644802962179318,0.0018513620735255225,1.8,1.5714285714285714,18,11,1.6363636363636365,10,0,7,0,1.8,0.0,1.5600000000000003,0.00020660513579922202,0.011893158575077042,18,1,0.13362310895296067,0.475779871844132,14.177489,9.415145
49,65,59,0.017191219254165568,0.015604337476857976,1.476923076923077,1.9830508474576272,96,117,0.8205128205128205,60,5,59,0,2.1333333333333333,-6.4,9.541775147928993,0.0038762195704840864,0.049210521348025116,2,0,6.488643659005972,0.661483521808296,51.388218,1.7907281
646,3,4,0.0007934408886537954,0.0010579211848717272,3.6666666666666665,3.25,11,13,0.8461538461538461,3,0,4,0,3.6666666666666665,0.0,5.555555555555556,7.179316016887477e-05,0.005895640377548211,19,3,-0.3396863010600189,0.8955616434047386,25.850212,25.103327
2328,3,2,0.0007934408886537954,0.0005289605924358636,3.0,1.0,9,2,4.5,3,0,2,0,3.0,0.0,2.0,1.672022032337278e-06,0.0019106421316282326,2,1,-0.5518546659534065,0.9444557916553686,7.007546,52.165436
1360,4,4,0.0010579211848717272,0.0010579211848717272,1.25,1.25,5,5,1.0,4,0,4,0,1.25,0.0,0.1875,2.7488095293404467e-06,0.006063504838972014,2,1,-0.37542858549193886,0.1306645436663864,-2.698302,0.30181623
7377,3,3,0.0007934408886537954,0.0007934408886537954,1.3333333333333333,-0.6666666666666666,4,-2,-2.0,3,0,2,1,1.3333333333333333,0.0,0.2222222222222222,0.0,-0.0026860707331958617,2,1,-0.46078813676726105,-1.0618767006375658,22.615536,-33.556778
2321,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0027515667169506876,2,1,-0.6946735243032375,0.4332817917059594,-10.06142,26.639828
125,68,64,0.01798466014281936,0.016926738957947635,0.5294117647058824,0.9375,36,60,0.6,58,10,61,3,1.5689655172413792,-5.5,10.219723183391004,0.005163236319331069,0.014998620472971293,2,0,7.3372248588100275,-0.9374266570890414,51.37172,0.34955254
1548,2,2,0.0005289605924358636,0.0005289605924358636,2.0,2.0,4,4,1.0,2,0,2,0,2.0,0.0,0.0,4.755176843790196e-06,0.0034200123500137676,2,1,-0.5898429076549667,0.44920731692745586,-2.5183764,28.86536
1837,3,3,0.0007934408886537954,0.0007934408886537954,1.3333333333333333,1.0,4,3,1.3333333333333333,3,0,3,0,1.3333333333333333,0.0,0.2222222222222222,0.0,0.0016670385719100354,2,1,-0.4968829195942795,0.1037080126738667,-20.743795,22.057001
1834,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,0.0,0.003371621280935021,2,1,-0.5877768159163639,0.2031650067691501,-12.687282,9.776431
703,10,11,0.002644802962179318,0.0029092832583972497,1.5,1.0909090909090908,15,12,1.25,10,0,10,1,1.5,0.0,0.25,0.0002315870633899493,0.004987715742232043,5,1,0.3513352216863944,0.05341057241712934,25.629103,-6.968757
1456,8,4,0.0021158423697434543,0.0010579211848717272,3.0,1.0,24,4,6.0,7,1,4,0,3.5714285714285716,-1.0,4.75,0.00021277670010185328,0.002745062192147139,17,3,-0.08967437848291747,1.0643976218814362,8.424799,53.513252
7406,3,4,0.0007934408886537954,0.0010579211848717272,1.6666666666666667,-1.25,5,-5,-1.0,3,0,3,1,1.6666666666666667,0.0,0.2222222222222222,9.998791193739798e-05,-0.010478956930977385,2,1,-0.43717575536407505,-1.000201512227869,22.624949,-34.57943
1832,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,0.0,0.004062802837203626,2,1,-0.5853840478351814,0.20832027912696716,-12.901506,9.729549
3105,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.713114801813638,0.3607788793923235,-5.7566624,56.925602
641,18,17,0.004760645331922772,0.00449616503570484,1.1111111111111112,0.7647058823529411,20,13,1.5384615384615385,16,2,16,1,1.375,-1.0,0.8765432098765432,0.0006496533442144575,0.011298245358352712,2,1,1.2447293291539,-0.06759579263039997,35.172768,-6.99119
320,16,15,0.004231684739486909,0.003967204443268977,1.6875,1.7333333333333334,27,26,1.0384615384615385,16,0,15,0,1.6875,0.0,1.21484375,0.00054828312814696,0.012217865880741061,10,1,0.8877126324047433,0.48623066406580373,26.314032,2.6162593
885,10,10,0.002644802962179318,0.002644802962179318,1.3,0.9,13,9,1.4444444444444444,10,0,9,1,1.3,0.0,0.20999999999999996,0.010104486901822328,0.0033156655341111444,2,1,1.2816620885241383,0.14339724286253663,45.1732,12.379087
632,12,11,0.0031737635546151815,0.0029092832583972497,1.5833333333333333,1.1818181818181819,19,13,1.4615384615384615,12,0,10,1,1.5833333333333333,0.0,1.2430555555555556,0.0005065052131455671,0.010054807272793665,17,1,0.5077794339291356,0.1378702806306449,26.581533,-6.3405547
2300,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0027515667169506876,2,1,-0.6946735243032375,0.4332817917059594,-10.063212,26.639856
702,9,10,0.002380322665961386,0.002644802962179318,1.7777777777777777,1.2,16,12,1.3333333333333333,9,0,9,1,1.7777777777777777,0.0,1.728395061728395,1.9566355626314884e-05,0.00519059374802168,2,1,0.2485060898749109,0.07946170766864383,24.286379,-7.4253044
228,19,20,0.0050251256281407045,0.005289605924358636,0.7368421052631579,1.75,14,35,0.4,17,2,20,0,2.0,-10.0,17.35180055401662,0.00010448188777910753,0.013165794227337616,3,1,1.6110538850706495,-0.6327285092068108,44.142784,-9.020647
752,9,10,0.002380322665961386,0.002644802962179318,1.3333333333333333,1.1,12,11,1.0909090909090908,9,0,9,1,1.3333333333333333,0.0,0.2222222222222222,5.017168841062557e-05,0.009324954873611952,3,1,0.2477252388576225,0.008685833915896573,25.377409,-7.229293
2291,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0027515667169506876,2,1,-0.6946735243032375,0.4332817917059594,-10.063255,26.641396
656,13,15,0.0034382438508331133,0.003967204443268977,1.6153846153846154,0.8,21,12,1.75,12,1,13,2,2.5833333333333335,-10.0,16.3905325443787,0.0010909131963159385,0.006117374525716751,15,1,1.1271786331596836,-0.8271625021930769,44.135223,-12.337569
877,6,6,0.0015868817773075907,0.0015868817773075907,1.6666666666666667,1.5,10,9,1.1111111111111112,6,0,6,0,1.6666666666666667,0.0,0.5555555555555557,6.545971289369384e-06,0.010702399650035117,18,1,-0.15089410290471067,0.3462005017340869,8.481501,6.732431
2293,9,5,0.002380322665961386,0.001322401481089659,1.3333333333333333,0.4,12,2,6.0,8,1,4,1,1.625,-1.0,1.111111111111111,0.00010406758588294934,0.000865861182849941,6,1,-0.005734815201444325,0.47830103765732007,7.5006785,54.787445
650,11,14,0.0029092832583972497,0.003702724147051045,1.3636363636363635,0.9285714285714286,15,13,1.1538461538461537,11,0,13,1,1.3636363636363635,0.0,0.4132231404958677,0.0004957989613295858,0.0057700218383079675,1,1,0.5910148942979572,-0.00797832346546265,26.70094,-5.4712677
3328,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.701162473044687,-0.04563286117341522,-67.289795,32.64094
720,12,11,0.0031737635546151815,0.0029092832583972497,1.0,1.0,12,11,1.0909090909090908,11,1,11,0,1.1818181818181819,-1.0,0.6666666666666666,0.0009107642743213759,0.0021128002817400494,17,1,0.5273160876841058,0.02291271637119179,18.455496,-0.37012964
1379,7,4,0.0018513620735255225,0.0010579211848717272,1.4285714285714286,1.25,10,5,2.0,7,0,4,0,1.4285714285714286,0.0,0.5306122448979592,4.4015885580805375e-05,0.0019481482692745849,2,1,-0.24025810322255545,0.30986673463854714,-18.965973,33.432964
3275,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.701162473044687,-0.04563286117341522,-67.289795,32.64094
345,14,13,0.003702724147051045,0.0034382438508331133,1.7142857142857142,1.8461538461538463,24,24,1.0,14,0,13,0,1.7142857142857142,0.0,5.346938775510204,0.00012121845289930031,0.01722183644703597,3,1,0.7181150144709495,0.3340548058875483,26.472446,5.336418
336,14,13,0.003702724147051045,0.0034382438508331133,2.0,1.9230769230769231,28,25,1.12,14,0,13,0,2.0,0.0,3.5714285714285716,0.0001284712791704437,0.009152823057549046,10,1,0.6636661406668014,0.4603548786648595,26.268707,4.565041
295,23,25,0.006083046813012432,0.006612007405448294,1.2173913043478262,1.12,28,28,1.0,23,0,25,0,1.2173913043478262,0.0,0.6918714555765595,0.0032255749788138847,0.015812344530568595,16,1,2.03292498959919,0.41411191056343105,38.5299,1.1905502
1375,3,3,0.0007934408886537954,0.0007934408886537954,1.6666666666666667,1.6666666666666667,5,5,1.0,3,0,3,0,1.6666666666666667,0.0,0.2222222222222222,8.368647231316854e-06,0.004194340119786385,10,1,-0.48215882260567616,0.2996634375300901,-0.38221928,13.321568
435,14,11,0.003702724147051045,0.0029092832583972497,2.2142857142857144,1.7272727272727273,31,19,1.631578947368421,14,0,11,0,2.2142857142857144,0.0,5.8826530612244925,0.00020465511818245174,0.010770396691767893,1,1,0.5981645560634958,0.4505923906261258,27.193537,9.1998005
7390,7,8,0.0018513620735255225,0.0021158423697434543,2.0,-0.375,14,-3,-4.666666666666667,7,0,7,1,2.0,0.0,6.0,0.0003728692771891604,0.0037530274760967457,19,1,0.15591323278431374,-1.4311970142522428,24.42276,-32.293343
12,128,128,0.03385347791589527,0.03385347791589527,1.515625,2.0625,194,264,0.7348484848484849,127,1,128,0,1.5354330708661417,-1.0,0.859130859375,0.011548657727694445,0.05789776893441446,2,0,13.68785497989392,2.1808017000421014,55.95485,2.6722708
1853,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,3.9763415261557825e-06,0.001794462077014385,2,1,-0.49523546323652673,-0.02072321818763119,-4.093064,-13.038499
1184,5,5,0.001322401481089659,0.001322401481089659,1.2,1.2,6,6,1.0,5,0,5,0,1.2,0.0,0.16,4.778099794276748e-07,0.005141910947723226,2,1,-0.2772871958216961,0.11242032409869698,1.2519641,0.7363613
1064,7,5,0.0018513620735255225,0.001322401481089659,1.7142857142857142,1.4,12,7,1.7142857142857142,7,0,5,0,1.7142857142857142,0.0,0.489795918367347,4.207971281522294e-06,0.00959924042563459,2,1,-0.16434041320575768,0.4294139749913383,6.7148857,7.371093
1560,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.0,4,4,1.0,4,0,4,0,1.0,0.0,0.0,9.289352538882232e-06,0.003745070261347684,2,1,-0.38591019415448,0.00477484579645109,2.6236293,-7.3013673
988,8,6,0.0021158423697434543,0.0015868817773075907,-0.125,1.1666666666666667,-1,7,-0.14285714285714285,7,1,6,0,1.2857142857142858,-10.0,14.359375,0.0006488389415842023,0.0024222741988982406,8,1,0.2521014980914783,-1.0827014212010397,41.15141,-14.910132
203,28,26,0.00740544829410209,0.0068764877016662266,1.5,1.5,42,39,1.0769230769230769,28,0,26,0,1.5,0.0,1.25,0.0005565526619181431,0.030703583243691525,18,1,2.12361379402589,0.6558048372896039,39.733715,0.6475241
976,4,4,0.0010579211848717272,0.0010579211848717272,3.25,2.0,13,8,1.625,4,0,4,0,3.25,0.0,11.1875,4.999304345932041e-05,0.004083633373435984,2,1,-0.23039102120537833,0.37718871455028763,29.111656,21.802786
289,19,17,0.0050251256281407045,0.00449616503570484,0.7368421052631579,1.7058823529411764,14,29,0.4827586206896552,18,1,17,0,1.3333333333333333,-10.0,6.720221606648199,0.0007834150660588766,0.011255531973369494,2,1,1.3047706353442066,-0.11686231537591608,39.06319,-6.3403735
7394,10,6,0.002644802962179318,0.0015868817773075907,0.6,-0.6666666666666666,6,-4,-1.5,7,3,5,1,1.2857142857142858,-1.0,1.24,0.000365762331785405,0.0021130269441653657,17,1,0.27933123859147274,-1.259798085609037,19.844854,-34.958786
3203,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.701162473044687,-0.04563286117341522,-67.289795,32.64094
1844,3,2,0.0007934408886537954,0.0005289605924358636,1.3333333333333333,1.5,4,3,1.3333333333333333,3,0,2,0,1.3333333333333333,0.0,0.2222222222222222,0.0,0.0002536124940376399,18,1,-0.5507547969795548,0.20136956251457339,-9.96587,13.910628
2053,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,3.3415738578604036e-06,0.0014436010809786848,20,1,-0.598553039575948,-0.03421090457870725,-34.428917,-17.090687
1363,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.25,4,5,0.8,4,0,4,0,1.0,0.0,0.0,0.000115965617620662,0.0037433736862160054,17,1,-0.37207118754504814,0.03034353050332904,1.5751998,-4.6538863
3181,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.701162473044687,-0.04563286117341522,-67.289795,32.64094
288,34,36,0.00899233007140968,0.009521290663845544,1.9705882352941178,0.8055555555555556,67,29,2.310344827586207,34,0,33,3,1.9705882352941178,0.0,3.440311418685121,0.0022330162886230413,0.019906324244831654,6,0,3.231501831564669,0.13153935133438052,43.209312,-0.16594772
2263,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,3.322358317856063e-06,0.0014521958910817725,2,1,-0.5985252144860538,-0.03414712121248911,-34.40579,-17.040962
3132,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.701162473044687,-0.04563286117341522,-67.289795,32.64094
1059,8,7,0.0021158423697434543,0.0018513620735255225,1.0,1.0,8,7,1.1428571428571428,8,0,7,0,1.0,0.0,0.0,8.994895554168953e-05,0.005750202001406793,18,1,-0.016511899836321706,0.08280455348588033,11.16674,-1.2752424
2332,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.0015646751644233627,2,1,-0.5984693284247484,-0.033363887855164025,-34.219265,-16.43593
691,3,3,0.0007934408886537954,0.0007934408886537954,1.0,4.0,3,12,0.25,3,0,3,0,1.0,0.0,0.0,2.5628895872147014e-05,0.0009571928789277083,2,1,-0.46765916474291386,0.5305705050102275,-22.263723,1.1774166
1550,3,3,0.0007934408886537954,0.0007934408886537954,1.6666666666666667,1.3333333333333333,5,4,1.25,3,0,3,0,1.6666666666666667,0.0,0.2222222222222222,8.541568367508955e-06,0.004406507377461752,17,1,-0.4854948404687886,0.26678125243709977,-4.186703,14.816981
286,17,13,0.00449616503570484,0.0034382438508331133,-1.8235294117647058,2.230769230769231,-31,29,-1.0689655172413792,11,6,13,0,1.9090909090909092,-8.666666666666666,32.968858131487885,0.0005792230304272858,0.0061159881411789255,3,4,1.6410059808331454,-2.3867731791699858,48.381527,-9.503093
205,30,27,0.007934408886537955,0.007140967997884159,1.6666666666666667,1.4444444444444444,50,39,1.2820512820512822,30,0,27,0,1.6666666666666667,0.0,2.0222222222222217,0.0008655125360478248,0.017630728251190442,3,1,2.268845909274649,0.6065961084522167,40.079697,0.7012087
1359,2,3,0.0005289605924358636,0.0007934408886537954,1.5,1.6666666666666667,3,5,0.6,2,0,3,0,1.5,0.0,0.25,0.0,0.006165147692841148,17,1,-0.5215174679078445,0.2011967491098384,-11.091006,4.7558527
1459,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.0,4,4,1.0,4,0,4,0,1.0,0.0,0.0,5.496541858099824e-05,0.00307887414167134,17,1,-0.38363147287569566,0.0005718189456624976,2.4885802,-7.439874
135,32,28,0.008463369478973817,0.00740544829410209,1.625,2.0,52,56,0.9285714285714286,31,1,28,0,1.7096774193548387,-1.0,1.359375,0.004010950685531541,0.01879473633651034,10,0,2.792992892416021,0.7208255400697846,42.313133,2.212223
7432,2,3,0.0005289605924358636,0.0007934408886537954,1.0,-2.6666666666666665,2,-8,-0.25,2,0,2,1,1.0,0.0,0.0,0.0,-0.0030169131529181104,10,1,-0.538005953152404,-1.306175783381933,24.588655,-38.137695
1815,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,4.28722321137749e-06,0.0016134843010058026,2,1,-0.4958307749598199,-0.022067852922249477,-4.380569,-12.978172
3127,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0013757833584753438,2,1,-0.701162473044687,-0.04563286117341522,-67.289795,32.64094
1836,2,2,0.0005289605924358636,0.0005289605924358636,3.0,1.5,6,3,2.0,2,0,2,0,3.0,0.0,4.0,0.0,0.002867196508904568,19,1,-0.5510111546358835,0.557572014106718,8.2608385,40.34467
